timestamp,run_id,architecture,partitions,target_rate,replication,synthetic_cost_us,persistence,events,seconds,throughput,mean_us,p50_us,p95_us,p99_us,max_us,cpu_avg,cpu_peak,mem_avg_mb,mem_peak_mb,gc_gen0,gc_gen1,gc_gen2,allocated_mb,windows,digest_hash,warmup_events,measured_events,windows_written,windows_dropped,client_config,dotnet_env,incomplete_records
2026-09-25T18:16:42.8045719+00:00,a475f7d3-e3d0-4dd0-bf61-c5e48e8f50cb,kafka-channels,4,200000,1,0,1,20000000,89.976,200003.0,4554.6,3227,5355,6843,436479,93.2,143.5,104.0,111.1,1914,10,1,17139,202000,D32C8EDE2EB8DCB8,2004594,17995406,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:18:42.3263317+00:00,cb0b2701-df2e-4d5c-bc06-0e6d1c6aed11,kafka-direct,4,200000,1,0,1,20000000,89.968,200007.7,3276.0,3131,5271,5611,241791,35.7,98.8,103.2,109.4,1913,10,1,17134,202000,D32C8EDE2EB8DCB8,2005750,17994250,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:20:41.9233061+00:00,2354b0be-3377-497b-aad4-288b149a53ed,kafka-direct,4,200000,2,0,1,20000000,89.973,200005.3,3436.5,3145,5279,5771,209663,37.2,83.9,99.6,103.7,1913,10,1,17134,202000,D32C8EDE2EB8DCB8,2004945,17995055,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:22:43.1556963+00:00,6ca59b33-3c9b-42bf-9a21-1fc4f9be1555,kafka-channels,4,200000,2,0,1,20000000,89.960,200004.4,4687.2,3259,5391,7727,2146303,95.6,215.2,104.7,110.3,1913,10,1,17136,202000,D32C8EDE2EB8DCB8,2007552,17992448,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:24:45.0337641+00:00,89eef547-c534-4615-93a6-8b48282fa28b,kafka-direct,4,200000,2,0,1,20000000,89.964,200003.5,3597.1,3137,5279,5935,216575,36.4,94.1,105.9,112.7,1913,10,1,17134,202000,D32C8EDE2EB8DCB8,2006963,17993037,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:26:44.8587617+00:00,285bd51e-4ab1-44bb-a2e4-3f93e4a0e80f,kafka-direct,4,200000,3,0,1,20000000,89.964,200004.5,3177.9,3115,5255,5547,87359,35.5,83.6,104.2,109.8,1913,10,1,17134,202000,D32C8EDE2EB8DCB8,2006827,17993173,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:28:44.4162627+00:00,0de16dea-ee4a-4c17-9bc5-51436b5fefa8,kafka-channels,4,200000,3,0,1,20000000,89.963,200002.6,3194.3,3171,5287,5651,51327,101.4,196.2,102.4,108.1,1913,10,1,17138,202000,D32C8EDE2EB8DCB8,2007148,17992852,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:30:44.4997075+00:00,046e4f54-ea56-4538-b5a9-991e47f037de,kafka-direct,4,200000,3,0,1,20000000,89.969,200005.3,3121.7,3117,5255,5531,13983,35.7,90.4,105.2,111.5,1913,10,1,17135,202000,D32C8EDE2EB8DCB8,2005779,17994221,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:32:43.8713237+00:00,2ec61540-b09e-459e-919f-aee628958c8d,kafka-direct,4,200000,4,0,1,20000000,89.966,200003.2,3101.5,3099,5239,5475,17567,35.2,86.6,106.3,111.2,1913,10,1,17136,202000,D32C8EDE2EB8DCB8,2006541,17993459,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:34:43.2432647+00:00,5d1b3d9d-4729-4a83-9262-99ed2ad9e3f0,kafka-channels,4,200000,4,0,1,20000000,89.969,200003.6,3183.8,3173,5291,5651,20703,97.5,146.8,103.9,108.5,1913,10,1,17137,202000,D32C8EDE2EB8DCB8,2005868,17994132,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:36:42.7915994+00:00,14f6ca09-dacc-4943-a025-869d5de28b03,kafka-direct,4,200000,4,0,1,20000000,89.982,200004.5,3321.2,3127,5263,5591,178431,36.0,100.1,102.6,107.1,1913,10,1,17134,202000,D32C8EDE2EB8DCB8,2003236,17996764,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:38:42.6065142+00:00,d7de6d0c-e030-4a39-ac98-ecf709c8dc8b,kafka-direct,4,200000,5,0,1,20000000,89.964,200006.1,4583.7,3159,5311,9583,360703,36.3,93.4,103.0,109.1,1913,10,1,17135,202000,D32C8EDE2EB8DCB8,2006597,17993403,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:40:42.5781571+00:00,b6322d09-7b1a-4a38-9768-aba15736aa3e,kafka-channels,4,200000,5,0,1,20000000,89.967,200002.3,3173.8,3167,5279,5611,15879,99.0,133.8,102.5,107.9,1913,10,1,17136,202000,D32C8EDE2EB8DCB8,2006347,17993653,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T18:42:41.9222802+00:00,3aaa5613-cae4-4fed-a6dc-4479c683e398,kafka-direct,4,200000,5,0,1,20000000,89.969,200005.1,3129.0,3123,5255,5535,29039,35.7,98.4,101.0,104.6,1913,10,1,17133,202000,D32C8EDE2EB8DCB8,2005800,17994200,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
